user_email,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24
user2026+elizabeth.pratt@zohomail.eu,0.008663798856932305,0.0032281658702476303,0.017019409825636076,0.012755037346341798,0.01617287001956273,0.03794797616516263,0.03524787291936261,0.012378634601639666,0.04300306544184749,0.02648030708356689,0.0175240263540892,0.013657487488677887,0.0037791383377180775,0.006845419895733398,0.23341208360089155,0.013482051740516312,0.019564341721527313,0.1663874038313147,0.026318330379650128,0.08190601633202936,0.07135755225990015,0.043482014309023334,0.057478859472562586,0.0242940178893021,0.007614118256763894
user2026+eric.hodges@zohomail.eu,0.0077758226205198195,0.006377669850348006,0.0164875461147483,0.07376341646373481,0.018492491721291977,0.017569878604863566,0.01610996836860725,0.009813070846199062,0.0018706862667964839,0.046391551300514915,0.012271982700346564,0.02276007574932987,0.001103587839954624,0.0033630127171685917,0.290992993604698,0.06489786844817207,0.016442446166824165,0.020625178871914538,0.025070256311415143,0.13348846943601814,0.056646571480831895,0.029187818281823,0.04621333844249668,0.055710741968937584,0.006573555822444969
user2026+hannah.wise@zohomail.eu,0.006130867996719532,0.001215269497014854,0.00965854890665684,0.014340349030566912,0.009295386250090708,0.03437689646734056,0.037185387488492726,0.012516419559518474,0.10351914200100243,0.017873370758876888,0.01424560301137761,0.009424386092641061,0.0037778725254578372,0.004262285468320704,0.13278986254115704,0.011620929107752328,0.016417548136123162,0.25721343965644866,0.022642891147977785,0.08456544779049843,0.06945491795266745,0.07393788738719081,0.03303865496244199,0.015247550805476231,0.005249085458189048
user2026+jacob.miller@zohomail.eu,0.0029755358048261485,0.012546870496115073,0.009457688858055344,0.011842682609612023,0.055269676340767085,0.07213908091827614,0.018248126593720212,0.24148419927092046,0.00024021260465213954,0.01283760606401974,0.0017129434404967057,0.025488779985318098,0.07544420382307708,0.009283981694365685,0.00731743689415899,0.013167267932588671,0.20323204710035786,0.024084969025101877,0.011758538485096606,0.0017305727356720514,0.03713406443185832,0.06675690907270908,0.01624406041954306,0.026884722234939488,0.04271782316375221
user2026+james.miller@zohomail.eu,0.006349093028298499,0.019839601424499326,0.02091181896169264,0.013050878615171891,0.0841202253809582,0.03776446746449377,0.01661497619429654,0.10695799552613014,0.0008204754693770903,0.022861433616233946,0.007215781285339712,0.031237156853733808,0.06776817309509106,0.011275930183263493,0.01303200705794238,0.02092445245744375,0.20429938461530264,0.031431427780262,0.012335569505449806,0.0036097069757186754,0.060751281319274535,0.09154797317353197,0.03891268788866123,0.03294232291108867,0.043425179216744166
user2026+john.pennington@zohomail.eu,0.011616252197874466,0.0009081368406189497,0.0027328222765570388,0.00900716424737651,0.0009328007806298295,0.012674175066838649,0.0022447480636395463,0.003944886774230144,0.0005911299384758756,0.03081075158481308,0.0025215471996276563,0.001970110355489181,0.0008568046408443761,0.0004889507118089456,0.45248109149749244,0.011115402371695527,0.009113492257069476,0.009101140227637429,0.0051479995548439975,0.32750123981785734,0.027084063959054275,0.014034393023523602,0.046041564387819395,0.015367178827648906,0.0017121533965332417
user2026+justin.martinez@zohomail.eu,0.01303800948189594,0.0021783787715698973,0.014369255034550329,0.09119510001031217,0.013334809543864186,0.013896160561178327,0.014494919275049836,0.006505786691039743,0.0002255681072670039,0.03449271245536943,0.009854859183742098,0.023127694480898717,0.003311736249119375,0.002853812134341404,0.2786002290291744,0.10339934049259018,0.01276647501049138,0.009821526151517676,0.024294270409701002,0.11970533579554155,0.047823725469324015,0.01799125105616982,0.04454736566436155,0.09195139973872818,0.006220279202201751
user2026+kelly.james@zohomail.eu,0.006223704492762377,0.023385108288484648,0.008349962018871462,0.005841346774074672,0.09489209605173021,0.03108859949555075,0.01661418982489666,0.18582251433332223,0.006765746708496055,0.016963492156187258,0.0023164341181958034,0.008779252189183837,0.027073195860104565,0.03812672858553215,0.013542696349213706,0.024714665940392067,0.18397544591557088,0.030066605692475244,0.014171248122623048,0.005101198543319501,0.04726762807468596,0.07270173548055801,0.03176399609076002,0.045652087953217665,0.05880032093979107
user2026+laura.becker@zohomail.eu,0.005646093305203919,0.0125692789872894,0.0024650843945672103,0.009815557767581865,0.038891401776806514,0.02888555601493249,0.011814118459828103,0.23480659041747176,0.0001591931833964099,0.016357132301483127,0.0022729516938455336,0.020972490619392156,0.124588753160082,0.006452503292126757,0.006045827566533646,0.013167534085352315,0.2525924420465276,0.022788136955557432,0.009363099537078503,0.0006419994257214251,0.03310325220482444,0.05202552842088287,0.021489981018497677,0.018313927380745495,0.054771565984271374
user2026+lisa.collins@zohomail.eu,0.010120594299988577,0.0034760530055230362,0.01496192044318064,0.027367562311403627,0.01620767534678046,0.015716091742636357,0.007506184561708651,0.00645518269295819,0.0010846068453503198,0.03746650053753844,0.008618000590706238,0.01750852914027166,0.002481171113225278,0.005762792484912312,0.3064028966201012,0.03162218466256451,0.01388366197852034,0.025224403831269747,0.014237069141614168,0.25974175747125683,0.042303730844960315,0.028612545727535913,0.054950613705253386,0.04287828291323283,0.0054099879875068955
user2026+lisa.roberts@zohomail.eu,0.008362272119029126,0.003076657334779382,0.021358056110402857,0.04086668975974735,0.02086256936213632,0.030595984109628098,0.06461661447705346,0.014908450316340928,0.0019299285302182907,0.08298132183848145,0.18233961547127683,0.022068673765236656,0.003571675589239359,0.00443213023682571,0.08457317620643458,0.050636048117907076,0.023984826636653633,0.03594603009996255,0.05422320965435818,0.04263531429453803,0.05814024250813388,0.043856174017944866,0.04104270300484862,0.05405164555588709,0.008939990882935723
user2026+michael.carter@zohomail.eu,0.006824376898678166,0.009509824759956018,0.007390683394039362,0.015595821660921164,0.03565485124224788,0.06373368458994257,0.03983257050947884,0.10829356325232374,0.0008783188280976318,0.051609562540462665,0.008123434359343451,0.023025102530319374,0.011077620241984809,0.012439702951433422,0.047686677972559606,0.01746221432050654,0.1310673738890848,0.03909464610273138,0.03429381797110751,0.05436363841243669,0.06738595372216874,0.12373974544201928,0.02630421336357185,0.04137518933460042,0.02323741170998408
user2026+miguel.trujillo@zohomail.eu,0.003465730201044995,0.004096250458240262,0.008470773893102312,0.011326309181238,0.004108768536566596,0.015442532481962631,0.0050313946882042625,0.0014820531888251147,0.0003520333999558099,0.015026183525391774,0.007298143988557062,0.014920362746430292,0.0002518180136146601,0.001583125165192821,0.26861134808929504,0.010636269534046162,0.009128606406650416,0.008480605674950863,0.011804569324576075,0.4141366845789402,0.06011917533775367,0.018717615428572046,0.07844956492450497,0.025355540894931413,0.001704540337452538
user2026+rebecca.roach@zohomail.eu,0.01251307052715937,0.0020271924926680823,0.01401291275922744,0.048212961585618413,0.008281103773572454,0.01448200009916415,0.010124526864606173,0.005247012586066849,0.001513779401664844,0.027247232048606063,0.007619301908458022,0.028089867492798088,0.0025623143864950113,0.005081299322398824,0.37753319901067245,0.04970037135830717,0.011001223674866544,0.013301390434692657,0.01774215962945094,0.14728904431181158,0.05190014382611931,0.020939261042004872,0.06560949960253706,0.05377494666337005,0.0041941851976634225
user2026+robert.phillips@zohomail.eu,0.00259049285251608,0.0044266868097073446,0.007270497103620472,0.012973458663387583,0.0044001401637038225,0.011957921714345388,0.008493049709397524,0.004143708824328574,0.00025603651394156754,0.02863875191729913,0.00886449907686983,0.0069877549932127955,0.0008852291739642679,0.003372843605285483,0.2723530776924165,0.011365782478160365,0.011472644936868902,0.014504790660899759,0.013826657840664667,0.45346521407994766,0.03293218452091879,0.019195925521670446,0.04733122918235109,0.017418724610717053,0.0008726973538049543
user2026+russell.coleman@zohomail.eu,0.008086411855783491,0.0026114301380226086,0.027151719739515672,0.022747577926657755,0.012673161701704674,0.015012625498530318,0.007774764545281668,0.007762770919866377,0.0010563843679904756,0.030890819003951138,0.008104661729709466,0.047252710731862935,0.002362846732177025,0.0030957466041822168,0.32951192056521184,0.024554565781428086,0.01221455541198737,0.014975263405694649,0.013558059268229346,0.23862710813312898,0.05518187178803032,0.02706631389335941,0.05184311297637579,0.030171385749074412,0.0057122115322440084
user2026+shama.hill@zohomail.eu,0.3155880752030191,0.0014603324669317302,0.007907391544788315,0.05528651799429578,0.003926186070028042,0.01859507990170365,0.004662605105105665,0.0030576170791356393,0.0005992643538806778,0.009380997981331018,0.005831982224772064,0.040167930729673576,0.0010015025482632005,0.00222474447573076,0.12482515307911254,0.04394818365379427,0.007885158443699854,0.009393846476471072,0.009759770216276267,0.054473608262354666,0.17292180570048432,0.015364300379309399,0.035683600761926004,0.0537017079374995,0.0023526374104126412
user2026+shya.may@zohomail.eu,0.013800628806493305,0.0005033763457169427,0.03955599728102267,0.02020058437573109,0.009499128454378676,0.08501596000635597,0.013588259090911494,0.004324111435354045,0.0008268960022186609,0.013168922701071445,0.02296264241185489,0.10397152506406775,0.0009113939993223469,0.00529162109279854,0.1806896544727107,0.018064567175975252,0.013404644695654739,0.021704809551661895,0.025126616349452558,0.07742841685867573,0.19794432730018674,0.02581092477402694,0.07515994137282847,0.02768803550767961,0.0033570148738495146
user2026+stephanie.young@zohomail.eu,0.02039378061127538,0.004106285017681464,0.06376739759164378,0.06627078162451192,0.016937326130174946,0.05059871650634139,0.012909987650425564,0.011568713463605306,0.0007513895551928083,0.03275811598337827,0.010407020018351863,0.07366960588458335,0.003351630197078336,0.00967900935730242,0.140821553930735,0.059853869116675805,0.02105176922278524,0.020261559884495517,0.027504585547831178,0.06017442919433996,0.07780902766390306,0.06066373391206084,0.06036858978743332,0.08744309662930755,0.006878025518885703
user2026+tracy.michael@zohomail.eu,0.006367175610109688,0.015605689713789802,0.009050980143309656,0.021257557237093744,0.059622224161151906,0.024556622471354053,0.015227332771094454,0.13150442437832333,0.0011691247375131338,0.029787945344906523,0.005300346754763544,0.043176105943153416,0.047100058437240536,0.00732609717381379,0.03891898700255902,0.030017592297725885,0.16780242173128762,0.027402453567801115,0.01766309794104053,0.03874889482804571,0.06830078767916889,0.0708072803911612,0.045423140073766265,0.050508793142886324,0.02735486646693981
user2026+william.thomas@zohomail.eu,0.005799626800761341,0.002064314110851769,0.00669599215265656,0.014060581024037988,0.01645163538036428,0.025093287223455406,0.24821615784751092,0.006534764256839296,0.0011635526966532023,0.08666333634304248,0.015178981544572223,0.022622473853514107,0.002254104148804526,0.001498896740448573,0.053293548821148735,0.02748936942038737,0.010873874446894258,0.02770365071355535,0.2459370528074439,0.08016591453487765,0.03421161433494147,0.024073582182666246,0.018196599293612444,0.020382968709130308,0.003374120611829658
user2026+zachary.estrada@zohomail.eu,0.02529586466630393,0.005057466946125025,0.048802247074811206,0.03332623687312616,0.015767352069618053,0.04700286063022938,0.01296279496467047,0.027710623268311918,0.0006680386035341575,0.04294905501899668,0.016540351378480703,0.053086344609350286,0.006073601466912716,0.008618287508177221,0.0892402981740544,0.038754070652373455,0.026161887560978394,0.02472908062896317,0.03475950164690095,0.0919761904404409,0.08976861937843596,0.061019347592242756,0.12074597666033667,0.06759501006231537,0.011388892124310266
